Date,Gold_LBMA Fix,Iron Ore_Fines cfr main China port 62%,Cu,WTI,NG_Nymex,EUR/USD,Dow,Shanghai Composite,US Oil Production (Kbarrel),US Natural Gas Storage (BCF),US Natural Gas Storage (YoY),US 10Yr R,US_IP,China_IP,EU19_IP,US MB,EU MB
2012-07-06,"1,606.05 ",138.50 ,"7,715.00",87.1,2.874,1.2252,"12,777.09","2,185.89",6249,3135,0.200689391,1.61,,,,,
2012-07-13,"1,579.30 ",137.00 ,"7,571.00",91.44,3.081,1.2157,"12,822.57","2,168.64",6245,3163,0.184200674,1.52,,,,,
2012-07-20,"1,584.30 ",130.50 ,"7,566.25",90.13,3.01,1.2319,"13,075.66","2,128.76",6364,3190,0.175386883,1.52,,,,,
2012-07-27,"1,590.75 ",124.00 ,"7,427.00",91.4,2.877,1.2387,"13,096.17","2,132.80",6320,3217,0.166002175,1.47,,,,,
2012-08-03,"1,610.70 ",123.50 ,"7,486.00",92.87,2.77,1.229,"13,207.95","2,168.81",6218,3240,0.164211283,1.54,,,,,
2012-08-10,"1,609.60 ",122.50 ,"7,537.25",96.01,2.719,1.2334,"13,275.20","2,114.89",6181,3261,0.151076597,1.65,,,,,
2012-08-17,"1,610.30 ",117.50 ,"7,657.00",96.15,2.702,1.2513,"13,157.97","2,092.10",6246,3308,0.13833448,1.76,,,,,
2012-08-24,"1,641.75 ",108.00 ,"7,588.25",96.47,2.799,1.2577,"13,090.84","2,047.52",6258,3374,0.139864865,1.74,,,,,
2012-08-31,"1,660.63 ",98.00 ,"7,982.00",96.42,2.682,1.2816,"13,306.64","2,127.76",5486,3402,0.124628099,1.63,,,,,
2012-09-07,"1,694.30 ",96.00 ,"8,386.00",99,2.943,1.3127,"13,593.37","2,123.85",5526,3429,0.102572347,1.64,,,,,
2012-09-14,"1,741.90 ",106.00 ,"8,293.25",92.89,2.885,1.298,"13,579.47","2,026.69",6277,3496,0.0921587,1.76,,,,,
2012-09-21,"1,766.45 ",108.00 ,"8,217.75",92.19,3.32,1.2858,"13,437.13","2,086.17",6509,3576,0.080036243,1.81,,,,,
2012-09-28,"1,765.05 ",107.50 ,"8,255.25",89.88,3.396,1.3034,"13,610.15",,6520,3654,0.072183099,1.68,,,,,
2012-10-05,"1,780.55 ",107.50 ,"8,118.00",91.86,3.611,1.295,"13,328.85","2,104.93",6598,3726,0.058222096,1.67,,,,,
2012-10-12,"1,767.40 ",119.00 ,"7,985.75",90.05,3.617,1.3022,"13,343.51","2,128.30",6606,3776,0.041942605,1.71,,,,,
2012-10-19,"1,742.65 ",118.50 ,"7,823.00",86.28,3.4,1.2942,"13,107.21","2,066.21",6610,3843,0.033898305,1.79,,,,,
2012-10-26,"1,713.90 ",120.40 ,"7,671.75",84.86,3.554,1.2837,"13,093.16","2,117.05",6669,3907,0.030055365,1.81,,,,,
2012-11-02,"1,715.00 ",120.90 ,"7,577.00",86.07,3.503,1.2709,"12,815.39","2,069.07",6677,3928,0.025587467,1.74,,,,,
2012-11-09,"1,709.80 ",121.70 ,"7,613.75",86.67,3.79,1.2744,"12,588.31","2,014.72",6709,3910,0.017169615,1.68,,,,,
2012-11-16,"1,723.70 ",122.80 ,"7,773.25",88.28,3.901,1.2976,"13,009.68","2,027.38",6710,3873,0.00519076,1.59,,,,,
2012-11-23,"1,729.70 ",121.70 ,"7,990.00",88.91,3.561,1.2986,"13,025.58","1,980.12",6818,3876,0.006753247,1.67,,,,,
2012-11-30,"1,737.65 ",120.30 ,"8,036.00",85.93,3.551,1.2927,"13,155.13","2,061.79",6817,3804,-0.006788512,1.63,,,,,
2012-12-07,"1,703.55 ",120.80 ,"8,073.00",86.73,3.314,1.3163,"13,135.01","2,150.63",6852,3806,0.020648968,1.62,,,,,
2012-12-14,"1,704.40 ",126.10 ,"7,845.00",88.66,3.451,1.3188,"13,190.84","2,153.31",6863,3724,0.02646086,1.69,,,,,
2012-12-21,"1,675.85 ",135.40 ,"7,890.25",90.8,3.469,1.3216,"12,938.11","2,233.25",6984,3653,0.029594138,1.8,,,,,
2012-12-28,"1,658.83 ",139.30 ,"8,102.00",93.09,3.287,1.3069,"13,435.21","2,276.99",6985,3517,0.013252665,1.76,,,,,
2013-01-04,"1,665.56 ",148.00 ,"8,035.75",93.56,3.327,1.3344,"13,488.43","2,243.00",7002,3316,-0.01806337,1.87,,,,,
2013-01-11,"1,660.70 ",157.50 ,"8,088.00",95.56,3.566,1.3319,"13,649.70","2,317.07",7041,3167,-0.037386018,1.9,,,,,
2013-01-18,"1,680.35 ",149.20 ,"8,039.50",95.88,3.444,1.3462,"13,895.98","2,291.30",6989,2996,-0.032924467,1.87,,,,,
2013-01-25,"1,684.00 ",148.80 ,"8,310.00",97.77,3.301,1.364,"14,009.79","2,419.02",6993,2802,-0.055293324,1.9,,,,,
2013-02-01,"1,664.60 ",151.50 ,"8,274.25",95.72,3.272,1.3365,"13,992.97","2,432.40",6997,2684,-0.070637119,2.02,,,,,
2013-02-08,"1,671.55 ",156.00 ,"8,237.25",95.86,3.153,1.3363,"13,981.76",,7064,2526,-0.085114089,2,,,,,
2013-02-15,"1,645.30 ",156.00 ,"7,817.00",93.13,3.291,1.319,"14,000.57","2,314.16",7118,2400,-0.075144509,2.01,,,,,
2013-02-22,"1,595.05 ",158.20 ,"7,719.00",90.68,3.456,1.3022,"14,089.66","2,359.51",7096,2229,-0.113012336,2,,,,,
2013-03-01,"1,591.85 ",153.20 ,"7,747.50",91.95,3.629,1.3006,"14,397.07","2,318.61",7093,2082,-0.144266338,1.88,,,,,
2013-03-08,"1,578.75 ",148.90 ,"7,756.75",93.45,3.872,1.3076,"14,514.11","2,278.40",7159,1938,-0.181933305,1.96,,,,,
2013-03-15,"1,585.95 ",140.60 ,"7,668.00",93.71,3.927,1.2988,"14,512.03","2,328.28",7150,1876,-0.211764706,2.04,,,,,
2013-03-22,"1,606.75 ",135.80 ,"7,532.00",97.23,4.024,1.282,"14,578.54","2,236.62",7151,1781,-0.266776451,1.94,,,,,
2013-03-29,"1,598.25 ",136.75 ,"7,420.00",92.7,4.125,1.299,"14,565.25","2,225.30",7151,1687,-0.317556634,1.9,,,,,
2013-04-05,"1,566.06 ",137.50 ,"7,427.00",91.29,4.222,1.3112,"14,865.06","2,206.78",7181,1674,-0.324455206,1.81,,,,,
2013-04-12,"1,567.00 ",141.50 ,"6,965.00",88.01,4.408,1.3052,"14,547.51","2,244.64",7208,1705,-0.318817419,1.79,,,,,
2013-04-19,"1,396.80 ",139.50 ,"7,037.75",93,4.152,1.3028,"14,712.55","2,177.91",7326,1734,-0.318931658,1.73,,,,,
2013-04-26,"1,435.10 ",136.50 ,"7,287.00",95.61,4.041,1.3115,"14,973.96","2,205.50",7312,1776,-0.310559006,1.73,,,,,
2013-05-03,"1,469.45 ",138.45 ,"7,393.50",96.04,3.91,1.2993,"15,118.49","2,246.83",7369,1866,-0.283960092,1.7,,,,,
2013-05-10,"1,458.94 ",132.63 ,"7,308.25",96.02,4.055,1.2839,"15,354.40","2,282.87",7321,1964,-0.263592051,1.83,,,,,
2013-05-17,"1,405.90 ",127.60 ,"7,281.25",94.15,4.237,1.2932,"15,303.10","2,288.53",7258,2052,-0.252186589,1.93,,,,,
2013-05-24,"1,377.80 ",125.20 ,"7,273.00",91.97,3.984,1.2999,"15,115.57","2,300.59",7292,2142,-0.239076377,1.99,,,,,
2013-05-31,"1,395.00 ",116.25 ,"7,234.50",96.03,3.828,1.3223,"15,248.12","2,210.90",7300,2252,-0.217240181,2.14,,,,,
2013-06-07,"1,401.60 ",115.90 ,"7,085.50",97.85,3.733,1.3347,"15,070.18","2,162.04",7224,2347,-0.202785326,2.12,,,,,
2013-06-14,"1,377.90 ",113.80 ,"6,841.50",93.69,3.771,1.3123,"14,799.40","2,073.10",7129,2439,-0.188622754,2.2,,,,,
2013-06-21,"1,344.80 ",119.00 ,"6,767.00",96.56,3.565,1.301,"14,909.60","1,979.21",7261,2533,-0.173032974,2.33,,,,,
2013-06-28,"1,246.50 ",116.70 ,"6,768.50",103.22,3.617,1.2832,"15,135.84","2,007.20",7267,2606,-0.159896841,2.55,,,,,
2013-07-05,"1,246.50 ",121.80 ,"6,947.75",105.95,3.644,1.3068,"15,464.30","2,039.49",7401,2687,-0.142902711,2.56,,,,,
2013-07-12,"1,257.10 ",125.30 ,"6,920.00",108.05,3.789,1.3142,"15,543.74","1,992.65",7490,2745,-0.132153019,2.64,,,,,
2013-07-19,"1,283.45 ",133.13 ,"6,850.25",104.7,3.555,1.3279,"15,558.83","2,010.85",7555,2786,-0.126645768,2.54,,,,,
2013-07-26,"1,324.05 ",131.20 ,"7,005.00",106.94,3.347,1.3283,"15,658.36","2,029.42",7542,2845,-0.115635685,2.57,,,,,
2013-08-02,"1,318.80 ",131.70 ,"7,270.50",105.97,3.23,1.3343,"15,425.51","2,052.23",7560,2940,-0.092592593,2.64,,,,,
2013-08-09,"1,294.35 ",133.80 ,"7,371.25",107.46,3.368,1.3329,"15,081.47","2,068.45",7571,3007,-0.077890218,2.62,,,,,
2013-08-16,"1,336.65 ",140.60 ,"7,349.00",106.42,3.485,1.3382,"15,010.51","2,057.46",7518,3063,-0.074062878,2.73,,,,,
2013-08-23,"1,369.20 ",138.90 ,"7,111.00",107.65,3.581,1.3222,"14,810.31","2,098.38",7609,3131,-0.07202134,2.86,,,,,
2013-08-30,"1,408.88 ",139.00 ,"7,160.00",110.53,3.53,1.318,"14,922.50","2,139.99",7621,3189,-0.062610229,2.76,,,,,
2013-09-06,"1,389.25 ",137.70 ,"7,064.00",108.21,3.677,1.3294,"15,376.06","2,236.22",7745,3253,-0.051326917,2.92,,,,,
2013-09-13,"1,354.55 ",135.40 ,"7,281.00",104.68,3.687,1.3524,"15,451.09","2,191.85",7827,3299,-0.056350114,2.92,,,,,
2013-09-20,"1,330.10 ",132.10 ,"7,290.00",102.87,3.589,1.3522,"15,258.24","2,160.03",7777,3385,-0.053411633,2.79,,,,,
2013-09-27,"1,322.50 ",133.30 ,"7,251.00",103.84,3.506,1.3558,"15,072.58","2,174.66",7784,3487,-0.045703339,2.66,,,,,
2013-10-04,"1,317.35 ",131.50 ,"7,196.00",102.02,3.776,1.3542,"15,237.11","2,228.15",7809,3577,-0.039989265,2.64,,,,,
2013-10-11,"1,305.05 ",132.40 ,"7,223.25",100.81,3.764,1.3685,"15,399.65","2,193.78",7428,3655,-0.032044492,2.68,,,,,
2013-10-18,"1,287.05 ",135.00 ,"7,180.50",97.85,3.707,1.3805,"15,570.28","2,132.96",7896,3741,-0.026541764,2.66,,,,,
2013-10-25,"1,327.75 ",133.90 ,"7,236.00",94.61,3.513,1.3487,"15,615.55","2,149.56",7853,3779,-0.03276171,2.55,,,,,
2013-11-01,"1,339.15 ",132.80 ,"7,158.25",94.6,3.559,1.3371,"15,761.78","2,106.13",7858,3816,-0.028513238,2.57,,,,,
2013-11-08,"1,313.50 ",137.50 ,"7,009.25",93.84,3.66,1.3495,"15,961.70","2,135.83",7981,3834,-0.01943734,2.68,,,,,
2013-11-15,"1,281.15 ",137.60 ,"7,089.50",94.84,3.768,1.3558,"16,064.77","2,196.38",7974,3789,-0.021688613,2.74,,,,,
2013-11-22,"1,263.50 ",136.50 ,"7,030.00",92.72,3.954,1.359,"16,086.41","2,220.50",8019,3775,-0.026057792,2.74,,,,,
2013-11-29,"1,244.05 ",136.00 ,"7,111.00",97.65,4.114,1.3706,"16,020.20","2,237.11",8011,3613,-0.050210305,2.74,,,,,
2013-12-06,"1,226.85 ",138.70 ,"7,245.25",96.6,4.351,1.3743,"15,755.36","2,196.07",8075,3533,-0.071728849,2.84,,,,,
2013-12-13,"1,239.15 ",138.90 ,"7,230.75",99.32,4.418,1.3672,"16,221.14","2,084.79",8058,3248,-0.127819549,2.86,,,,,
2013-12-20,"1,220.05 ",134.70 ,"7,380.00",100.32,4.407,1.3742,"16,478.41","2,101.25",8111,3071,-0.159321106,2.89,,,,,
2013-12-27,"1,199.50 ",133.83 ,"7,313.00",93.96,4.304,1.3588,"16,469.99","2,083.14",8121,2975,-0.154108615,2.99,,,,,
2014-01-03,"1,213.74 ",135.00 ,"7,312.00",92.72,4.053,1.367,"16,437.05","2,013.30",8145,2817,-0.150482509,3.01,,,,,
2014-01-10,"1,232.05 ",134.20 ,"7,324.00",94.37,4.326,1.3541,"16,458.56","2,004.95",8159,2529,-0.201452479,2.96,,,,,
2014-01-17,"1,242.20 ",131.10 ,"7,183.75",96.64,5.182,1.3678,"15,879.11","2,054.39",8052,2424,-0.190921228,2.86,,,,,
2014-01-24,"1,249.10 ",125.70 ,"7,042.75",97.49,4.943,1.3487,"15,698.85","2,033.08",8044,2184,-0.220556745,2.82,,,,,
2014-01-31,"1,255.75 ",125.50 ,"7,131.25",99.88,4.775,1.3635,"15,794.08","2,044.50",8044,1924,-0.283159463,2.73,,,,,
2014-02-07,"1,255.00 ",124.20 ,"7,150.75",100.3,5.214,1.3693,"16,154.39","2,115.85",8132,1693,-0.329770388,2.68,,,,,
2014-02-14,"1,288.30 ",122.90 ,"7,149.50",102.2,6.135,1.374,"16,103.30","2,113.69",8148,1444,-0.398333333,2.75,,,,,
2014-02-21,"1,318.65 ",125.10 ,"7,009.75",102.59,4.609,1.3803,"16,321.71","2,056.30",8059,1348,-0.395244504,2.73,,,,,
2014-02-28,"1,332.90 ",119.20 ,"6,777.00",102.58,4.618,1.3878,"16,452.72","2,057.91",8077,1196,-0.425552354,2.69,,,,,
2014-03-07,"1,339.95 ",116.60 ,"6,460.00",98.89,4.425,1.3914,"16,065.67","2,004.34",8182,1002,-0.482972136,2.71,,,,,
2014-03-14,"1,355.80 ",109.20 ,"6,477.00",99.46,4.313,1.3794,"16,302.77","2,047.62",8215,953,-0.492004264,2.72,,,,,
2014.3.21,"1,331.50 ",110.75 ,"6,658.00",101.67,4.485,1.3753,"16,323.06","2,041.71",8190,895,-0.49747333,2.74,,,,,
2014.3.28,"1,303.80 ",112.60 ,"6,612.50",101.14,4.439,1.3703,"16,412.71","2,058.83",8192,824,-0.51155898,2.72,,,,,
2014.4.4,"1,289.75",116.70 ,"6,652.50",103.74,4.62,1.3885,"16,026.75","2,130.54",8229,827,-0.505973716,2.77,,,,,
2014.4.11,"1,309.75",117.37 ,"6,672.50",104.3,4.741,1.3815,"16,408.54","2,097.75",8301,850,-0.501466276,2.68,,,,,
2014.4.18,"1,306.06",,"6,771.00",100.6,4.647,1.3833,"16,361.46","2,036.52",8360,899,-0.481545559,2.67,,,,,
2014.4.25,"1,291.19",112.69 ,"6,724.25",99.76,4.674,1.387,"16,512.89","2,026.36",8352,981,-0.447635135,2.71,,,,,
2014.5.2,"1,289.00",107.43 ,"6,754.25",99.99,4.531,1.376,"16,583.34","2,011.13",8350,1055,-0.434619507,2.66,,,,,
2014.5.9,"1,295.13",105.43 ,"6,870.50",102.02,4.413,1.3695,"16,491.31","2,026.50",8428,1160,-0.409368635,2.62,,,,,
2014.5.16,"1,298.20",102.65 ,"6,912.00",104.35,4.405,1.3634,"16,606.27","2,034.57",8434,1267,-0.382553606,2.57,,,,,
2014.5.23,"1,294.95",98.62 ,"6,844.00",102.71,4.542,1.3631,"16,717.17","2,039.21",8472,1380,-0.355742297,2.54,,,,,
2014.5.30,"1,261.13",96.35 ,"6,710.00",102.66,4.71,1.3643,"16,924.28","2,029.96",8383,1499,-0.334369449,2.47,,,,,
2014.6.6,"1,247.05",93.63 ,"6,642.00",106.91,4.739,1.3542,"16,775.74","2,070.71",8460,1607,-0.315296123,2.59,,,,,
2014.6.13,"1,262.75",92.79 ,"6,818.00",107.26,4.531,1.3599,"16,947.08","2,026.67",8477,1719,-0.295202952,2.62,,,,,
2014.6.20,"1,283.80",90.82 ,"6,933.75",105.74,4.409,1.3649,"16,851.84","2,036.51",8446,1829,-0.277931307,2.63,,,,,
2014.6.27,"1,315.60",94.49 ,"7,154.00",104.06,4.406,1.3596,"17,068.26","2,059.37",8442,1928,-0.260168841,2.57,,,,,
2014.7.4,"1,321.15",95.11 ,"7,159.50",100.83,4.146,1.3609,"16,943.81","2,046.96",8514,2023,-0.247115742,2.6,,,,,
2014.7.11,"1,326.80",96.34 ,"6,992.00",103.13,3.951,1.3525,"17,100.18","2,059.07",8592,2128,-0.224772313,2.57,,,,,
2014.7.18,"1,305.35",97.79 ,"7,126.00",102.09,3.781,1.3432,"16,960.57","2,126.61",8565,2219,-0.203517588,2.53,,,,,
2014.7.25,"1,303.45",94.75 ,"7,072.00",97.88,3.798,1.343,"16,493.37","2,185.30",8443,2307,-0.189103691,2.49,,,,,
2014.8.1,"1,294.95",95.95 ,"6,995.25",97.65,3.962,1.3411,"16,553.93","2,194.42",8453,2388,-0.187755102,2.53,,,,,
2014.8.8,"1,299.35",95.49 ,"6,871.25",97.35,3.776,1.3399,"16,662.91","2,226.73",8556,2467,-0.179580978,2.47,,,,,
2014.8.15,"1,308.90",94.20 ,"7,089.00",93.65,3.84,1.3243,"17,001.22","2,240.81",8577,2555,-0.165850473,2.41,,,,,
2014.8.22,"1,288.19",92.17 ,"6,957.25",95.96,4.065,1.3133,"17,098.45","2,217.20",8631,2631,-0.159693389,2.41,,,,,
2014.8.29,"1,286.63",88.16 ,"6,975.00",93.29,3.793,1.295,"17,137.36","2,326.43",8630,2709,-0.150517404,2.37,,,,,
2014.9.5,"1,270.10",83.23 ,"6,861.00",92.27,3.857,1.2965,"16,987.51","2,331.95",8590,2801,-0.138948663,2.44,,,,,
2014.9.12,"1,247.70",82.94 ,"6,827.75",92.41,3.837,1.2829,"17,279.74","2,329.45",8838,2890,-0.123976963,2.54,,,,,
2014.9.19,"1,228.55",83.84 ,"6,709.50",93.54,3.984,1.2685,"17,113.15","2,347.72",8867,2988,-0.117282127,2.61,,,,,
2014.9.26,"1,216.05",79.40 ,"6,641.50",89.74,4.039,1.2517,"17,009.69","2,363.87",8837,3099,-0.111270433,2.55,,,,,
2014.10.3,"1,211.85",78.82 ,"6,701.75",85.82,3.859,1.2628,"16,544.10","2,374.54",8875,3205,-0.103997763,2.47,,,,,
2014.10.10,"1,213.80",79.93 ,"6,629.50",82.75,3.766,1.2763,"16,380.41","2,341.18",8951,3298,-0.097674419,2.36,,,,,
2014.10.17,"1,234.65",82.34 ,"6,681.00",81.01,3.623,1.267,"16,805.41","2,302.28",8934,3393,-0.093023256,2.19,,,,,
2014.10.24,"1,240.80",81.05 ,"6,708.25",80.54,3.873,1.2525,"17,390.52","2,420.18",8970,3480,-0.079121461,2.25,,,,,
2014.10.31,"1,209.55",79.45 ,"6,697.25",78.65,4.412,1.2454,"17,573.93","2,418.17",8972,3571,-0.064203354,2.32,,,,,
2014.11.7,"1,155.15",76.86 ,"6,703.75",75.82,4.02,1.2524,"17,634.74","2,478.82",9063,3611,-0.058163798,2.36,,,,,
2014.11.14,"1,162.75",75.86 ,"6,699.25",76.51,4.266,1.239,"17,810.06","2,486.79",9004,3594,-0.051464766,2.36,,,,,
2014.11.21,"1,193.00",71.67 ,"6,348.00",66.15,4.088,1.2452,"17,828.24","2,682.83",9077,3432,-0.090860927,2.33,,,,,
2014.11.28,"1,194.30",69.96 ,"6,438.50",65.84,3.802,1.2286,"17,958.79","2,937.65",9083,3410,-0.056185995,2.25,,,,,
2014.12.5,"1,199.35",70.81 ,"6,490.00",57.81,3.795,1.2462,"17,280.83","2,938.17",9118,3359,-0.049249929,2.27,,,,,
2014.12.12,"1,216.45",69.27 ,"6,387.00",56.52,3.464,1.2228,"17,804.80","3,108.60",9137,3296,0.014778325,2.19,,,,,
2014.12.19,"1,200.40",68.66 ,"6,312.00",54.73,3.007,1.2176,"18,053.71","3,157.60",9127,3246,0.056984696,2.14,,,,,
2014.12.26,"1,182.67",67.23 ,"6,250.25",52.69,3.003,1.2003,"17,832.99","3,234.68",9121,3220,0.082352941,2.24,,,,,
2015.1.2,"1,190.69",70.60 ,"6,101.50",48.36,2.946,1.1842,"17,737.37","3,285.41",9132,3089,0.096556621,2.18,,,,,
2015.1.9,"1,210.80",71.17 ,"5,775.50",48.69,3.127,1.1569,"17,511.57","3,376.49",9192,2854,0.128509292,2,,,,,
2015.1.16,"1,245.90",68.92 ,"5,516.00",45.59,2.986,1.1208,"17,672.60","3,351.76",9186,2637,0.087871287,1.86,,,,,
2015.1.23,"1,289.30",67.45 ,"5,489.50",48.24,2.691,1.1288,"17,164.95","3,210.36",9213,2543,0.164377289,1.85,,,,,
2015.1.30,"1,277.35",63.12 ,"5,674.00",51.69,2.579,1.1316,"17,824.29","3,075.91",9177,2428,0.261954262,1.77,,,,,
2015.2.6,"1,261.10",62.47 ,"5,712.00",52.78,2.804,1.1385,"18,019.35","3,203.83",9226,2268,0.339633786,1.81,,,,,
2015.2.13,"1,230.35",62.24 ,"5,699.50",50.34,2.951,1.1381,"18,140.44","3,246.91",9280,2158,0.494459834,2,,,,,
2015.2.20,"1,212.50",63.91 ,"5,895.50",49.76,2.734,1.1196,"18,132.70","3,310.30",9285,1938,0.43768546,2.11,,,,,
2015.2.27,"1,204.80",63.06 ,"5,730.50",49.61,2.839,1.0844,"17,856.78","3,241.19",9324,1709,0.428929766,2.01,,,,,
2015.3.6,"1,200.50",61.25 ,"5,857.50",44.84,2.727,1.0495,"17,749.31","3,372.91",9366,1511,0.507984032,2.13,,,,,
2015.3.13,"1,156.95",57.99 ,"6,040.50",45.72,2.786,1.0822,"18,127.65","3,617.32",9419,1468,0.540398741,2.14,,,,,
2015.3.20,"1,159.57",56.20 ,"6,061.50",48.87,2.59,1.0889,"17,712.66","3,691.10",9422,1479,0.652513966,2,,,,,
2015.3.27,"1,194.45",55.00 ,"5,985.00",49.14,2.713,1.0978,"17,763.24","3,863.93",9386,1461,0.773058252,1.94,,,,,
2015.4.3,"1,192.00",50.16 ,"6,016.50",51.64,2.511,1.0604,"18,057.65","4,034.31",9404,1476,0.784764208,1.91,,,,,
2015.4.10,"1,205.10",47.81 ,"6,086.50",55.74,2.634,1.0807,"17,826.30","4,287.30",9384,1539,0.810588235,1.93,,,,,
2015.4.17,"1,198.85",50.13 ,"6,025.00",57.15,2.531,1.0874,"18,080.14","4,393.69",9366,1628,0.810901001,1.9,,,,,
2015.4.24,"1,189.96",53.86 ,"6,423.00",59.15,2.776,1.1201,"18,024.06","4,441.66",9373,1711,0.744138634,1.94,,,,,
2015.5.1,"1,194.84",58.07 ,"6,391.50",59.39,2.88,1.1204,"18,191.11","4,205.92",9369,1785,0.691943128,2.03,,,,,
2015.5.8,"1,191.06",59.78 ,"6,407.00",59.69,3.016,1.1453,"18,272.56","4,308.69",9374,1897,0.635344828,2.19,,,,,
2015.5.15,"1,207.35",62.42 ,"6,175.50",59.72,2.887,1.1018,"18,232.02","4,657.60",9262,1989,0.569850039,2.24,,,,,
2015.5.22,"1,211.48",58.83 ,"6,017.00",60.3,2.642,1.0988,"18,010.68","4,611.74",9566,2101,0.522463768,2.23,,,,,
2015.5.29,"1,186.91",62.25 ,"5,939.00",59.13,2.59,1.1113,"17,849.46","5,023.10",9586,2233,0.489659773,2.13,,,,,
2015.6.5,"1,184.66",63.89 ,"5,913.50",59.96,2.75,1.1269,"17,898.84","5,166.35",9610,2344,0.458618544,2.31,,,,,
2015.6.12,"1,180.00",64.95 ,"5,666.50",59.61,2.816,1.1353,"18,015.95","4,478.36",9589,2433,0.415357766,2.42,,,,,
2015.6.19,"1,188.48",62.36 ,"5,789.00",59.63,2.773,1.1166,"17,946.68","4,192.87",9604,2506,0.370147622,2.32,,,,,
2015.6.26,"1,176.08",61.62 ,"5,751.00",56.93,2.822,1.1114,"17,730.11","3,686.92",9595,2579,0.337655602,2.41,,,,,
2015.7.3,"1,169.64",58.15 ,"5,582.50",52.74,2.77,1.1164,"17,760.41","3,877.80",9604,2666,0.317844785,2.38,,,,,
2015.7.10,"1,160.86",49.11 ,"5,481.50",50.89,2.87,1.083,"18,086.45","3,957.35",9562,2764,0.29887218,2.31,,,,,
2015.7.17,"1,147.20",50.39 ,"5,266.50",48.14,2.776,1.0984,"17,568.53","4,070.91",9558,2823,0.272194682,2.38,,,,,
2015.7.24,"1,095.40",51.88 ,"5,224.00",47.12,2.716,1.0988,"17,689.86","3,663.73",9413,2872,0.244906805,2.32,,,,,
2015.7.31,"1,094.47",54.15 ,"5,156.50",43.87,2.798,1.0969,"17,373.38","3,744.20",9465,2910,0.218592965,2.25,,,,,
2015.8.7,"1,090.18",56.03 ,"5,168.50",42.5,2.801,1.1106,"17,477.40","3,965.33",9395,2975,0.205918119,2.22,,,,,
2015.8.14,"1,111.85",56.57 ,"5,058.50",40.45,2.676,1.1389,"16,459.75","3,507.74",9348,3027,0.184735812,2.18,,,,,
2015.8.21,"1,132.12",56.39 ,"5,144.00",45.22,2.715,1.1179,"16,643.01","3,232.35",9337,3094,0.175978715,2.12,,,,,
2015.8.28,"1,135.75",54.07 ,"5,105.00",46.05,2.655,1.1147,"16,102.38","3,160.17",9218,3190,0.177556294,2.14,,,,,
2015.9.4,"1,132.26",56.50 ,"5,380.50",44.63,2.693,1.134,"16,433.09","3,200.23",9135,3262,0.164584077,2.18,,,,,
2015.9.11,"1,112.25",57.87 ,"5,233.00",44.68,2.605,1.1305,"16,384.58","3,097.92",9117,3336,0.15432526,2.21,,,,,
2015.9.18,"1,117.47",57.53 ,"5,035.00",45.7,2.564,1.1195,"16,314.67","3,092.35",9136,3441,0.151606426,2.22,,,,,
2015.9.25,"1,137.73",56.45 ,"5,146.00",45.54,2.451,1.1211,"16,472.37","3,052.78",9096,3537,0.141335915,2.16,,,,,
2015.10.2,"1,127.38",55.68 ,"5,299.00",49.63,2.502,1.1358,"17,084.49","3,183.15",9172,3634,0.133853354,2.05,,,,,
2015.10.9,"1,144.68",54.28 ,"5,269.00",47.26,2.43,1.1346,"17,215.97","3,391.35",9096,3731,0.131291692,2.09,,,,,
2015.10.16,"1,173.82",54.84 ,"5,179.00",44.6,2.286,1.1018,"17,646.70","3,412.43",9096,3813,0.123784262,2.03,,,,,
2015.10.23,"1,169.70",52.56 ,"5,113.00",46.59,2.321,1.1005,"17,663.54","3,382.56",9112,3875,0.113505747,2.06,,,,,
2015.10.30,"1,160.53",50.39 ,"4,978.50",44.29,2.371,1.0741,"17,910.33","3,590.03",9160,3931,0.100812097,2.11,,,,,
2015.11.6,"1,113.40",48.94 ,"4,806.50",40.74,2.361,1.0779,"17,245.24","3,580.84",9185,3985,0.103572418,2.26,,,,,
2015.11.13,"1,086.30",48.19 ,"4,554.00",40.39,2.145,1.0646,"17,823.81","3,630.50",9182,4000,0.112966055,2.32,,,,,
2015.11.20,"1,079.21",46.00 ,"4,575.50",41.71,2.212,1.0593,"17,798.49","3,436.30",9165,4009,0.168123543,2.26,,,,,
2015.11.27,"1,068.66",44.24 ,"4,611.00",39.97,2.186,1.0886,"17,847.63","3,524.99",9202,3956,0.160117302,2.24,,,,,
